Date,MaxTemp,MinTemp
2017-09-05,98.0,74.0
2017-09-06,96.0,72.0
2017-09-07,99.0,72.0
2017-09-08,97.0,72.0
2017-09-09,95.0,73.0
2017-09-10,86.0,72.0
2017-09-11,100.0,76.0
2017-09-12,102.0,74.0
2017-09-13,98.0,76.0
2017-09-14,102.0,74.0
2017-09-15,97.0,74.0
2017-09-16,96.0,76.0
